,level_0,index,StringText,Titles
59,1930,ch60pa01,"
Schism of the Greeks.
The restoration of the Western empire by Charlemagne was speedily followed by the separation of the Greek and Latin churches.
A religious and national animosity still divides the two largest communions of the Christian world; and the schism of Constantinople, by alienating her most useful allies and provoking her most dangerous enemies, has precipitated the decline and fall of the Roman empire in the East.
",Schism of the Greeks and Latins State of Constantinople Revolt of the Bulgarians Isaac Angelus dethroned by his brother Alexius Origin of the Fourth Crusade Alliance of the French and Venetians with the son of Isaac Their naval expedition to Constantinople The two Sieges and final Conquest of the City by the Latins
60,1953,ch61pa01,"
Election of the emperor Baldwin I. A.D. 1204, May 9-16.
After the death of the lawful princes, the French and Venetians, confident of justice and victory, agreed to divide and regulate their future possessions.
It was stipulated by treaty, that twelve electors, six of either nation, should be nominated; that a majority should choose the emperor of the East; and that, if the votes were equal, the decision of chance should ascertain the successful candidate.
To him, with all the titles and prerogatives of the Byzantine throne, they assigned the two palaces of Boucoleon and Blachernae, with a fourth part of the Greek monarchy.
It was defined that the three remaining portions should be equally shared between the republic of Venice and the barons of France; that each feudatory, with an honourable exception for the  doge, should acknowledge and perform the duties of homage and military service to the supreme head of the empire; that the nation which gave an emperor should resign to their brethren the choice of a patriarch; and that the pilgrims, whatever might be their impatience to visit the Holy Land, should devote another year to the conquest and defence of the Greek provinces.
After the conquest of Constantinople by the Latins, the treaty was confirmed and executed; and the first and most important step was the creation of an emperor.
The six electors of the French nation were all ecclesiastics, the abbot of Loces, the archbishop elect of Acre in Palestine, and the bishops of Troyes, Soissons, Halberstadt, and Bethlehem, the last of whom exercised in the camp the office of pope's legate; their profession and knowledge were respectable; and, as they could not be the objects, they were best qualified to be authors, of the choice.
The six Venetians were the principal servants of the state, and in this list the noble families of Querini and Contarini are still proud to discover their ancestors.
The twelve assembled in the chapel of the palace; and, after the solemn invocation of the Holy Ghost, they proceeded to deliberate and vote.
A just impulse of respect and gratitude prompted them to crown the virtues of the doge; his wisdom had inspired their enterprise; and the most youthful knights might envy and applaud the exploits of blindness and age.
But the patriot Dandolo was devoid of all personal ambition, and fully satisfied that he had been judged worthy to reign.
His nomination was overruled by the Venetians themselves; his countrymen, and perhaps his friends, represented, with the eloquence of truth, the mischiefs that might arise to national freedom and the common cause from the union of two incompatible characters, of the first magistrate of a republic and the emperor of the  East.
The exclusion of the doge left room for the more equal merits of Boniface and Baldwin; and at their names all meaner candidates respectfully withdrew.
The marquis of Montferrat was recommended by his mature age and fair reputation, by the choice of the adventurers and the wishes of the Greeks; nor can I believe that Venice, the mistress of the sea, could be seriously apprehensive of a petty lord at the foot of the Alps.
But the count of Flanders was the chief of a wealthy and warlike people; he was valiant, pious, and chaste; in the prime of life, since he was only thirty-two years of age; a descendant of Charlemagne, a cousin of the king of France, and a compeer of the prelates and barons who had yielded with reluctance to the command of a foreigner.
Without the chapel, these barons, with the doge and marquis at their head, expected the decision of the twelve electors.
It was announced by the bishop of Soissons, in the name of his colleagues: Ye have sworn to obey the prince whom we should choose: by our unanimous suffrage, Baldwin, count of Flanders and Hainault, is now your sovereign, and the emperor of the East.
He was saluted with loud applause, and the proclamation was re-echoed throughout the city by the joy of the Latins and the trembling adulation of the Greeks.
Boniface was the first to kiss the hand of his rival, and to raise him on the buckler; and Baldwin was transported to the cathedral and solemnly invested with the purple buskins.
At the end of three weeks he was crowned by the legate, in the vacancy of a patriarch; but the Venetian clergy soon filled the chapter of St. Sophia, seated Thomas Morosini on the ecclesiastical throne, and employed every art to perpetuate, in their own nation, the honours and benefices of the Greek church.
Without delay, the successor of  Constantine instructed Palestine, France, and Rome of this memorable revolution.
To Palestine he sent, as a trophy, the gates of Constantinople and the chain of the harbour; and adopted from the Assise of Jerusalem the laws or customs best adapted to a French colony and conquest in the East.
In his epistles, the natives of France are encouraged to swell that colony and to secure that conquest, to people a magnificent city and a fertile land, which will reward the labours both of the priest and the soldier.
He congratulates the Roman pontiff on the restoration of his authority in the East; invites him to extinguish the Greek schism by his presence in a general council; and implores his blessing and forgiveness for the disobedient pilgrims.
Prudence and dignity are blended in the answer of Innocent.
In the subversion of the Byzantine empire, he arraigns the vices of man and adores the providence of God; the conquerors will be absolved or condemned by their future conduct; the validity of their treaty depends on the judgment of St. Peter; but he inculcates their most sacred duty of establishing a just subordination of obedience and tribute, from the Greeks to the Latins, from the magistrate to the clergy, and from the clergy to the pope.
",Partition of the Empire by the French and Venetians Five Latin Emperors of the Houses of Flanders and Courtenay Their Wars against the Bulgarians and Greeks Weakness and Poverty of the Latin Empire Recovery of Constantinople by the Greeks General Consequences of the Crusades
61,1975,ch62pa01,"
Restoration of the Greek empire.
The loss of Constantinople restored a momentary vigour to the Greeks.
From their palaces the princes and nobles were driven into the field; and the fragments of the falling monarchy were grasped by the hands of the most vigorous or the most skilful candidates.
Theodore Lascaris, A.D. 1204-1222.
In the long and barren pages of the Byzantine annals, it would not be an easy task to equal the two characters of Theodore Lascaris and John Ducas Vataces, who replanted and upheld the Roman standard at Nice in Bithynia.
The difference of their virtues  was happily suited to the diversity of their situation.
In his first efforts the fugitive Lascaris commanded only three cities and two thousand soldiers; his reign was the season of generous and active despair; in every military operation he staked his life and crown; and his enemies, of the Hellespont and the Maeander, were surprised by his celerity and subdued by his boldness.
A victorious reign of eighteen years expanded the principality of Nice to the magnitude of an empire.
John Ducas Vataces, A.D. 1222-1255, October 30.
The throne of his successor and son-in-law, Vataces, was founded on a more solid basis, a larger scope, and more plentiful resources; and it was the temper as well as the interest of Vataces to calculate the risk, to expect the moment, and to ensure the success of his ambitious designs.
In the decline of the Latins I have briefly exposed the progress of the Greeks: the prudent and gradual advances of a conqueror, who, in a reign of thirty-three years, rescued the provinces from national and foreign usurpers, till he pressed on all sides the Imperial city, a leafless and sapless trunk, which must fall at the first stroke of the axe.
But his interior and peaceful administration is still more deserving of notice and praise.
The calamities of the times had wasted the numbers and the substance of the Greeks; the motives and the means of agriculture were extirpated; and the most fertile lands were left without cultivation or inhabitants.
A portion of this vacant property was occupied and improved by the command, and for the benefit, of the emperor; a powerful hand and a vigilant eye supplied and surpassed, by a skilful management, the minute diligence of a private farmer; the royal domain became the garden and granary of Asia; and without impoverishing the people the sovereign acquired a fund of innocent and productive wealth.
According to the nature of the soil, his lands were sown with corn or planted with vines;  the pastures were filled with horses and oxen, with sheep and hogs; and, when Vataces presented to the empress a crown of diamonds and pearls, he informed her with a smile that this precious ornament arose from the sale of the eggs of his innumerable poultry.
The produce of his domain was applied to the maintenance of his palace and hospitals, the calls of dignity and benevolence; the lesson was still more useful than the revenue; the plough was restored to its ancient security and honour; and the nobles were taught to seek a sure and independent revenue from their estates, instead of adorning their splendid beggary by the oppression of the people, or (what is almost the same) by the favours of the court.
The superfluous stock of corn and cattle was eagerly purchased by the Turks, with whom Vataces preserved a strict and sincere alliance; but he discouraged the importation of foreign manufactures, the costly silks of the East and the curious labours of the Italian looms.
The demands of nature and necessity, was he accustomed to say, are indispensable; but the influence of passion may rise and sink at the breath of a monarch; and both his precept and example recommended simplicity of manners and the use of domestic industry.
The education of youth and the revival of learning were the most serious objects of his care; and, without deciding the precedency, he pronounced with truth that a prince and a philosopher are the two most eminent characters of human society.
His first wife was Irene, the daughter of Theodore Lascaris, a woman more illustrious by her personal merit, the milder virtues of her sex, than by the blood of the Angeli and Comneni, that flowed in her veins and transmitted the inheritance of the empire.
After her death, he was contracted to Anne, or Constance, a natural daughter of the emperor Frederic the Second; but, as the bride had  not attained the years of puberty, Vataces placed in his solitary bed an Italian damsel of her train; and his amorous weakness bestowed on the concubine the honours, though not the title, of lawful empress.
His frailty was censured as a flagitious and damnable sin by the monks; and their rude invectives exercised and displayed the patience of the royal lover.
A philosophic age may excuse a single vice, which was redeemed by a crowd of virtues; and, in the review of his faults, and the more intemperate passions of Lascaris, the judgment of their contemporaries was softened by gratitude to the second founders of the empire.
The slaves of the Latins, without law or peace, applauded the happiness of their brethren who had resumed their national freedom; and Vataces employed the laudable policy of convincing the Greeks of every dominion that it was their interest to be enrolled in the number of his subjects.
",The Greek Emperors of Nice and Constantinople Elevation and Reign of Michael Palaeologus His false Union with the Pope and the Latin Church Hostile Designs of Charles of Anjou Revolt of Sicily War of the Catalans in Asia and Greece Revolutions and Present State of Athens
62,1991,ch63pa01,"
Superstition of Andronicus and the times, A.D. 1282-1320
The long reign of Andronicus the Elder is chiefly memorable by the disputes of the Greek church, the invasion of the Catalans, and the rise of the Ottoman power.
He is celebrated as the most learned and virtuous prince of the age; but such virtue and such learning contributed neither to the perfection of the individual nor to the happiness of society.
A slave of the most abject superstition, he was surrounded on all sides by visible and invisible enemies; nor were the flames of hell less dreadful to his fancy than those of a Catalan or Turkish war.
Under the reign of the Palaeologi, the choice of the patriarch was the most important business of the state; the heads of the Greek church were ambitious and fanatic monks; and their vices or virtues, their learning or ignorance, were equally mischievous or contemptible.
By his intemperate discipline, the patriarch Athanasius excited the hatred  of the clergy and people: he was heard to declare that the sinner should swallow the last dregs of the cup of penance; and the foolish tale was propagated of his punishing a sacrilegious ass that had tasted the lettuce of a convent-garden.
Driven from the throne by the universal clamour, Athanasius composed, before his retreat, two papers of a very opposite cast.
His public testament was in the tone of charity and resignation; the private codicil breathed the direst anathemas against the authors of his disgrace, whom he excluded for ever from the communion of the Holy Trinity, the angels, and the saints.
This last paper he enclosed in an earthen pot, which was placed, by his order, on the top of one of the pillars in the dome of St. Sophia, in the distant hope of discovery and revenge.
At the end of four years, some youths, climbing by a ladder in search of pigeons' nests, detected the fatal secret; and, as Andronicus felt himself touched and bound by the excommunication, he trembled on the brink of the abyss which had been so treacherously dug under his feet.
A synod of bishops was instantly convened to debate this important question; the rashness of these clandestine anathemas was generally condemned; but, as the knot could be untied only by the same hand, as that hand was now deprived of the crosier, it appeared that this posthumous decree was irrevocable by any earthly power.
Some faint testimonies of repentance and pardon were extorted from the author of the mischief; but the conscience of the emperor was still wounded, and he desired, with no less ardour than Athanasius himself, the restoration of a patriarch by whom alone he could be healed.
At the dead of night a monk rudely knocked at the door of the royal bed-chamber, announcing a revelation of plague and famine, of inundations and earthquakes.
Andronicus started from his bed, and spent the night in prayer, till he felt, or thought that he felt, a slight motion of the earth.
The emperor, on foot, led the bishops and monks to the cell of Athanasius; and, after a proper resistance, the saint, from whom this message  had been sent, consented to absolve the prince and govern the church of Constantinople.
Untamed by disgrace and hardened by solitude, the shepherd was again odious to the flock; and his enemies contrived a singular and, as it proved, a successful mode of revenge.
In the night they stole away the foot-stool or foot-cloth of his throne, which they secretly replaced with the decoration of a satirical picture.
The emperor was painted with a bridle in his mouth, and Athanasius leading the tractable beast to the feet of Christ.
The authors of the libel were detected and punished; but, as their lives had been spared, the Christian priest in sullen indignation retired to his cell; and the eyes of Andronicus, which had been opened for a moment, were again closed by his successor.
","Civil Wars, and Ruin of the Greek Empire Reigns of Andronicus, the Elder and Younger, and John Palaeologus Regency, Revolt, Reign, and Abdication of John Cantacuzene Establishment of a Genoese Colony at Pera or Galata Their Wars with the Empire and City of Constantinople"
63,2006,ch64pa01,"
From the petty quarrels of a city and her suburbs, from the cowardice and discord of the falling Greeks, I shall now ascend to the victorious Turks, whose domestic slavery was ennobled by martial discipline, religious enthusiasm, and the energy of the national character.
The rise and progress of the Ottomans, the present sovereigns of Constantinople, are connected with the most important scenes of modern history; but they are founded on a previous knowledge of the great eruption of the Moguls and Tartars, whose rapid conquests may be compared with the primitive convulsions of nature, which have agitated and altered the surface of the globe.
I have long since asserted my claim to introduce the nations, the immediate or remote authors of the fall of the Roman empire; nor can I refuse myself to those events which, from their uncommon magnitude, will interest a philosophic mind in the history of blood.
","Conquests of Zingis Khan and the Moguls from China to Poland Escape of Constantinople and the Greeks Origin of the Ottoman Turks in Bithynia Reigns and Victories of Othman, Orchan, Amurath the First, and Bajazet the First Foundation and Progress of the Turkish Monarchy in Asia and Europe Danger of Constantinople and the Greek Empire"
64,2028,ch65pa01,"
Histories of TIMOUR, or Tamerlane
The conquest and monarchy of the world was the first object of the ambition of Timour.
To live in the memory and esteem of future ages was the second wish of his magnanimous spirit.
All the civil and military transactions of his reign were diligently recorded in the journals of his secretaries; the authentic narrative was revised by the persons best informed of each particular transaction; and it is believed in the empire and family of Timour that the monarch himself composed the commentaries of his  life and the institutions of his government.
But these cares were ineffectual for the preservation of his fame, and these precious memorials in the Mogul or Persian language were concealed from the world, or at least from the knowledge of Europe.
The nations which he vanquished exercised a base and impotent revenge; and ignorance has long repeated the tale of calumny, which had disfigured the birth and character, the person, and even the name of Tamerlane.
Yet his real merit would be enhanced, rather than debased, by the elevation of a peasant to the throne of Asia; nor can his lameness be a theme of reproach, unless he had the weakness to blush at a natural, or perhaps an honourable, infirmity.
","Elevation of Timour, or Tamerlane, to the Throne of Samarcand His Conquests in Persia, Georgia, Tartary, Russia, India, Syria, and Anatolia His Turkish War Defeat and Captivity of Bajazet Death of Timour Civil War of the Sons of Bajazet Restoration of the Turkish Monarchy by Mahomet the First Siege of Constantinople by Amurath the Second"
65,2049,ch66pa01,"
Embassy of the younger Andronicus to pope Benedict XII. A.D. 1339.
In the four last centuries of the Greek emperors, their friendly or hostile aspect towards the pope and the Latins may be observed as the thermometer of their prosperity or distress, as the scale of the rise and fall of the Barbarian dynasties.
When the Turks of the house of Seljuk pervaded Asia and threatened Constantinople, we have seen at the council of Placentia the suppliant ambassadors of Alexius imploring the protection of the common father of the Christians.
No sooner had the arms of the French pilgrims removed the sultan from Nice to Iconium than the Greek princes resumed, or avowed, their genuine hatred and contempt for the schismatics of the West, which precipitated the first downfall of their empire.
The date of the Mogul invasion is marked in the soft and charitable language of John Vataces.
After the recovery of Constantinople, the throne  of the first Palaeologus was encompassed by foreign and domestic enemies; as long as the sword of Charles was suspended over his head, he basely courted the favour of the Roman pontiff, and sacrificed to the present danger his faith, his virtue, and the affection of his subjects.
On the decease of Michael, the prince and people asserted the independence of their church and the purity of their creed; the elder Andronicus neither feared nor loved the Latins; in his last distress, pride was the safeguard of superstition; nor could he decently retract in his age the firm and orthodox declarations of his youth.
His grandson, the younger Andronicus, was less a slave in his temper and situation; and the conquest of Bithynia by the Turks admonished him to seek a temporal and spiritual alliance with the Western princes.
After a separation and silence of fifty years, a secret agent, the monk Barlaam, was despatched to Pope Benedict the Twelfth; and his artful instructions appear to have been drawn by the master-hand of the great domestic.
Most holy father, was he commissioned to say, the emperor is not less desirous than yourself of an union between the two churches; but in this delicate transaction he is obliged to respect his own dignity and the prejudices of his subjects.
The ways of union are twofold, force and persuasion.
Of force, the inefficacy has been already tried; since the Latins have subdued the empire, without subduing the minds, of the Greeks.
The method of persuasion, though slow, is sure and permanent.
A deputation of thirty or forty of our doctors would probably agree with those of the Vatican, in the love of truth and the unity of belief; but on their return, what would be the use, the recompense, of such agreement? the  scorn of their brethren, and the reproaches of a blind and obstinate nation.
Yet that nation is accustomed to reverence the general councils which have fixed the articles of our faith; and, if they reprobate the decrees of Lyons, it is because the Eastern churches were neither heard nor represented in that arbitrary meeting.
For this salutary end it will be expedient, and even necessary, that a well-chosen legate should be sent into Greece, to convene the patriarchs of Constantinople, Alexandria, Antioch, and Jerusalem, and, with their aid, to prepare a free and universal synod.
But at this moment, continued the subtle agent, the empire is assaulted and endangered by the Turks, who have occupied four of the greatest cities of Anatolia.
The Christian inhabitants have expressed a wish of returning to their allegiance and religion; but the forces and revenues of the emperor are insufficient for their deliverance; and the Roman legate must be accompanied, or preceded, by an army of Franks, to expel the infidels and open a way to the holy sepulchre.
If the suspicious Latins should require some pledge, some previous effect of the sincerity of the Greeks, the answers of Barlaam were perspicuous and rational.
1. A general synod can alone consummate the union of the churches: nor can such a synod be held till the three Oriental patriarchs, and a great number of bishops, are enfranchised from the Mahometan yoke.
2. The Greeks are alienated by a long series of oppression and injury: they must be reconciled by some act of brotherly love, some effectual succour, which may fortify the authority and arguments of the emperor and the friends of the union.
3. If some difference of faith or ceremonies should be found incurable, the Greeks, however, are the disciples of Christ, and the Turks are the common enemies of the Christian name.
The Armenians, Cyprians, and Rhodians are equally attacked; and it will become the piety of the French princes to draw their swords in the general defence of religion.
4. Should the subjects of Andronicus be treated as the worst of schismatics, of heretics, of pagans,  a judicious policy may yet instruct the powers of the West to embrace an useful ally, to uphold a sinking empire, to guard the confines of Europe; and rather to join the Greeks against the Turks than to expect the union of the Turkish arms with the troops and treasures of captive Greece.
The reasons, the offers, and the demands of Andronicus were eluded with cold and stately indifference.
The kings of France and Naples declined the dangers and glory of a crusade: the pope refused to call a new synod to determine old articles of faith; and his regard for the obsolete claims of the Latin emperor and clergy engaged him to use an offensive superscription: To the moderator of the Greeks, and the persons who style themselves the patriarchs of the Eastern churches.
For such an embassy, a time and character less propitious could not easily have been found.
Benedict the Twelfth was a dull peasant, perplexed with scruples, and immersed in sloth and wine; his pride might enrich with a third crown the papal tiara, but he was alike unfit for the regal and the pastoral office.
","Applications of the Eastern Emperors to the Popes Visits to the West, of John the First, Manuel, and John the Second, Palaeologus Union of the Greek and Latin Churches, promoted by the Council of Basil, and concluded at Ferrara and Florence State of Literature at Constantinople Its Revival in Italy by the Greek Fugitives Curiosity and Emulation of the Latins"
66,2073,ch67pa01,"
Comparison of Rome and Constantinople
The respective merits of Rome and Constantinople are compared and celebrated by an eloquent Greek, the father of the Italian schools.
The view of the ancient capital, the seat of his ancestors, surpassed the most sanguine expectations of Emanuel Chrysoloras; and he no longer blamed the exclamation of an old sophist, that Rome was the habitation, not of men, but of gods.
Those gods and those men had long since vanished; but, to the eye of liberal enthusiasm, the majesty of ruin restored the image of her ancient prosperity.
The monuments of the consuls and Caesars, of the martyrs and apostles, engaged on all sides the curiosity of the philosopher and the Christian; and he confessed that in every age the arms and religion of Rome were destined to reign over the earth.
While Chrysoloras admired the venerable beauties of the mother, he was not forgetful of his native country, her fairest daughter, her Imperial colony; and the Byzantine patriot expatiates with zeal and truth on the eternal advantages of nature and the more transitory glories of art and  dominion, which adorned, or had adorned, the city of Constantine.
Yet the perfection of the copy still redounds (as he modestly observes) to the honour of the original; and parents are delighted to be renewed, and even excelled, by the superior merit of their children.
Constantinople, says the orator, is situate on a commanding point, between Europe and Asia, between the Archipelago and the Euxine.
By her interposition, the two seas and the two continents are united for the common benefit of nations; and the gates of commerce may be shut or opened at her command.
The harbour, encompassed on all sides by the sea and the continent, is the most secure and capacious in the world.
The walls and gates of Constantinople may be compared with those of Babylon; the towers are many; each tower is a solid and lofty structure; and the second wall, the outer fortification, would be sufficient for the defence and dignity of an ordinary capital.
A broad and rapid stream may be introduced into the ditches; and the artificial island may be encompassed, like Athens, by land or water.
Two strong and natural causes are alleged for the perfection of the model of new Rome.
The royal founder reigned over the most illustrious nations of the globe; and, in the accomplishment of his designs, the power of the Romans was combined with the art and science of the Greeks.
Other cities have been reared to maturity by accident and time; their beauties are mingled with disorder and deformity; and the inhabitants, unwilling to remove from their natal spot, are incapable of correcting the errors of their ancestors and the original vices of situation or climate.
But the free idea of Constantinople was formed and executed by a single mind; and the primitive model was improved by the obedient zeal of the subjects and successors of the first  monarch.
The adjacent isles were stored with an inexhaustible supply of marble; but the various materials were transported from the most remote shores of Europe and Asia; and the public and private buildings, the palaces, churches, aqueducts, cisterns, porticoes, columns, baths, and hippodromes, were adapted to the greatness of the capital of the East.
The superfluity of wealth was spread along the shores of Europe and Asia; and the Byzantine territory, as far as the Euxine, the Hellespont, and the long wall, might be considered as a populous suburb and a perpetual garden.
In this flattering picture, the past and the present, the times of prosperity and decay, are artfully confounded; but a sigh and a confession escape from the orator, that his wretched country was the shadow and sepulchre of its former self.
The works of ancient sculpture had been defaced by Christian zeal or Barbaric violence; the fairest structures were demolished; and the marbles of Paros or Numidia were burnt for lime or applied to the meanest uses.
Of many a statue, the place was marked by an empty pedestal; of many a column, the size was determined by a broken capital; the tombs of the emperors were scattered on the ground; the stroke of time was accelerated by storms and earthquakes; and the vacant space was adorned, by vulgar tradition, with fabulous monuments of gold and silver.
From these wonders, which lived only in memory or belief, he distinguishes, however, the porphyry pillar, the column and colossus of Justinian, and the church,  more especially the dome, of St. Sophia: the best conclusion, since it could not be described according to its merits, and after it no other object could deserve to be mentioned.
But he forgets that a century before the trembling fabrics of the colossus and the church had been saved and supported by the timely care of Andronicus the Elder.
Thirty years after the emperor had fortified St. Sophia with two new buttresses, or pyramids, the eastern hemisphere suddenly gave way; and the images, the altars, and the sanctuary were crushed by the falling ruin.
The mischief indeed was speedily repaired; the rubbish was cleared by the incessant labour of every rank and age; and the poor remains of riches and industry were consecrated by the Greeks to the most stately and venerable temple of the East.
","Schism of the Greeks and Latins Reign and Character of Amurath the Second Crusade of Ladislaus, King of Hungary His Defeat and Death John Huniades Scanderbeg Constantine Palaeologus, last Emperor of the East"
67,2087,ch68pa01,"
Character of Mahomet II.
The siege of Constantinople by the Turks attracts our first attention to the person and character of the great destroyer.
Mahomet the Second was the son of the second Amurath; and, though his mother has been decorated with the titles of Christian and princess, she is more probably confounded with the numerous concubines who peopled from every climate the harem of the sultan.
His first education and sentiments were those of a devout Musulman; and, as often as he conversed with an infidel, he purified his hands and face by the legal rites of ablution.
Age and empire appear to have relaxed this narrow bigotry; his aspiring genius disdained to acknowledge a power above his own; and in his looser hours  he presumed (it is said) to brand the prophet of Mecca as a robber and impostor.
Yet the sultan persevered in a decent reverence for the doctrine and discipline of the Koran; his private indiscretion must have been sacred from the vulgar ear; and we should suspect the credulity of strangers and sectaries, so prone to believe that a mind which is hardened against truth must be armed with superior contempt for absurdity and error.
Under the tuition of the most skilful masters, Mahomet advanced with an early and rapid progress in the paths of knowledge; and, besides his native tongue, it is affirmed that he spoke or understood five languages, the Arabic, the Persian, the Chaldaean or Hebrew, the Latin, and the Greek.
The Persian might, indeed, contribute to his amusement, and the Arabic to his edification; and such studies are familiar to the Oriental youth.
In the intercourse of the Greeks and Turks, a conqueror might wish to converse with the people over whom he was ambitious to reign; his own praises in Latin poetry or prose might find a passage  to the royal ear; but what use or merit could recommend to the statesman or the scholar the uncouth dialect of his Hebrew slaves?
The history and geography of the world were familiar to his memory; the lives of the heroes of the East, perhaps of the West, excited his emulation; his skill in astrology is excused by the folly of the times, and supposes some rudiments of mathematical science; and a profane taste for the arts is betrayed in his liberal invitation and reward of the painters of Italy.
But the influence of religion and learning were employed without effect on his savage and licentious nature.
I will not transcribe, nor do I firmly believe, the stories of his fourteen pages, whose bellies were ripped open in search of a stolen melon; or of the beauteous slave, whose head he severed from her body, to convince the Janizaries that their master was not the votary of love.
His sobriety is attested by the silence of the Turkish annals,  which accuse three, and three only, of the Ottoman line of the vice of drunkenness.
But it cannot be denied that his passions were at once furious and inexorable; that in the palace, as in the field, a torrent of blood was spilt on the slightest provocation; and that the noblest of the captive youth were often dishonoured by his unnatural lust.
In the Albanian war, he studied the lessons, and soon surpassed the example, of his father; and the conquest of two empires, twelve kingdoms, and two hundred cities, a vain and flattering account, is ascribed to his invincible sword.
He was doubtless a soldier, and possibly a general; Constantinople has sealed his glory; but, if we compare the means, the obstacles, and the achievements, Mahomet the Second must blush to sustain a parallel with Alexander or Timour.
Under his command, the Ottoman forces were always more numerous than their enemies; yet their progress was bounded by the Euphrates and the Adriatic; and his arms were checked by Huniades and Scanderbeg, by the Rhodian knights, and by the Persian king.
","Reign and Character of Mahomet the Second Siege, Assault, and final Conquest of Constantinople by the Turks Death of Constantine Palaeologus Servitude of the Greeks Extinction of the Roman Empire in the East Consternation of Europe Conquests and Death of Mahomet the Second"
68,2114,ch69pa01,"
State and revolutions of Rome, A.D. 1100-1500
In the first ages of the decline and fall of the Roman empire our eye is invariably fixed on the royal city which had given laws to the fairest portion of the globe.
We contemplate her fortunes, at first with admiration, at length with pity, always with attention; and, when that attention is diverted from the capital to the provinces, they are considered as so many branches which have been successively severed from the Imperial trunk.
The foundation of a second Rome on the shores of the Bosphorus has compelled the historian to follow the successors of Constantine; and our curiosity has been tempted to visit the most remote countries of Europe and Asia, to explore the causes and the authors of the long decay of the Byzantine monarchy.
By the conquest of Justinian we have been recalled to the banks of the Tiber, to the deliverance of the ancient metropolis; but that deliverance was a change, or perhaps an aggravation, of servitude.
Rome had been already stripped of her trophies, her gods, and her Caesars; nor was the Gothic dominion more inglorious and oppressive than the tyranny of the Greeks.
In the eighth century of the Christian era, a religious quarrel, the worship of images, provoked the Romans to assert their  independence; their bishop became the temporal as well as the spiritual father of a free people; and of the Western empire, which was restored by Charlemagne, the title and image still decorate the singular constitution of modern Germany.
The name of Rome must yet command our involuntary respect; the climate (whatsoever may be its influence) was no longer the same; the purity of blood had been contaminated through a thousand channels; but the venerable aspect of her ruins, and the memory of past greatness, rekindled a spark of the national character.
The darkness of the middle ages exhibits some scenes not unworthy of our notice.
Nor shall I dismiss the present work till I have reviewed the state and revolutions of the Roman city, which acquiesced under the absolute dominion of the popes about the same time that Constantinople was enslaved by the Turkish arms.
","State of Rome from the Twelfth Century Temporal Dominion of the Popes Seditions of the City Political Heresy of Arnold of Brescia Restoration of the Republic The Senators Pride of the Romans Their Wars They are deprived of the Election and Presence of the Popes, who retire to Avignon The Jubilee Noble Families of Rome Feud of the Colonna and Ursini."
69,2135,ch70pa01,"
Petrarch, A.D. 1304, June 19- 1374, July 19.
In the apprehension of modern times, Petrarch is the Italian songster of Laura and love.
In the harmony of his Tuscan rhymes, Italy applauds, or rather adores, the father of her lyric poetry; and his verse, or at least his name, is repeated by the enthusiasm or affectation of amorous sensibility.
Whatever may be the private taste of a stranger, his slight and superficial knowledge should humbly acquiesce in the taste of a learned nation; yet I may hope or presume that the Italians do not compare the tedious uniformity of sonnets and elegies with the sublime compositions of their epic muse, the original wildness of Dante, the regular beauties of Tasso, and the boundless variety of the incomparable Ariosto.
The merits of the lover I am still less qualified to appreciate; nor am I deeply interested in a metaphysical  passion for a nymph so shadowy that her existence has been questioned; for a matron so prolific that she was delivered of eleven legitimate children while her amorous swain sighed and sung at the fountain of Vaucluse.
But in the eyes of Petrarch, and those of his graver contemporaries, his love was a sin, and Italian verse a frivolous amusement.
His Latin works of philosophy, poetry, and eloquence established his serious reputation, which was soon diffused from Avignon over France and Italy; his friends and disciples were multiplied in every city; and, if the ponderous volume of his writings be now abandoned to a long repose, our gratitude must applaud the man who by precept and example revived the spirit and study of the Augustan age.
From his earliest    youth, Petrarch aspired to the poetic crown.
The academical honours of the three faculties had introduced a royal degree of master or doctor in the art of poetry; and the title of poet-laureat, which custom, rather than vanity, perpetuates in the English court, was first invented by the Caesars of Germany.
In the musical games of antiquity, a prize was bestowed on the victor; the belief that Virgil and Horace had been crowned in the Capitol inflamed the emulation of a Latin bard; and the laurel was endeared to the lover by a verbal resemblance with the name of his mistress.
The value of either object was enhanced by the difficulties of the  pursuit; and, if the virtue or prudence of Laura was inexorable, he enjoyed, and might boast of enjoying, the nymph of poetry.
His vanity was not of the most delicate kind, since he applauds the success of his own labours; his name was popular; his friends were active; the open or secret opposition of envy and prejudice was surmounted by the dexterity of patient merit.
In the thirty-sixth year of his age, he was solicited to accept the object of his wishes; and on the same day, in the solitude of Vaucluse, he received a similar and solemn invitation from the senate of Rome and the university of Paris.
The learning of a theological school, and the ignorance of a lawless city, were alike unqualified to bestow the ideal, though immortal, wreath which genius may obtain from the free applause of the public and of posterity; but the candidate dismissed this troublesome reflection, and, after some moments of complacency and suspense, preferred the summons of the metropolis of the world.
","Character and Coronation of Petrarch Restoration of the Freedom and Government of Rome by the Tribune Rienzi His Virtues and Vices, his Expulsion and Death Return of the Popes from Avignon Great Schism of the West Re-union of the Latin Church Last Struggles of Roman Liberty Statutes of Rome Final Settlement of the Ecclesiastical State"
